Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
JSE:NWL,"Nu-World Holdings Limited (JSE:NWL)",https://www.listcorp.com/jse/nwl/nu-world-holdings-limited,"	642917000",29.5,0.00,0,"Consumer Goods"
JSE:SDL,"Southern Palladium Limited (JSE:SDL)",https://www.listcorp.com/jse/sdl/southern-palladium-limited,"	636650000",7,0.00,0,"Basic Materials"
JSE:MCZ,"MC Mining Limited (JSE:MCZ)",https://www.listcorp.com/jse/mcz/mc-mining-limited,"	604460000",1.46,0.00,0,"Basic Materials"
JSE:RMH,"RMB Holdings Limited (JSE:RMH)",https://www.listcorp.com/jse/rmh/rmb-holdings-limited,"	585032000",0.42,0.00,0,Financials
JSE:PBG,"PBT Group Limited (JSE:PBG)",https://www.listcorp.com/jse/pbg/pbt-group-limited,"	582032000",5.62,0.00,0,Technology
JSE:AHA,"Arrowhead Properties Limited A (JSE:AHA)",https://www.listcorp.com/jse/aha/arrowhead-properties-limited-a,"	571367000",9.11,0.00,0,Financials
JSE:ADR,"Adcorp Holdings Limited (JSE:ADR)",https://www.listcorp.com/jse/adr/adcorp-holdings-limited,"	549405000",5,0.00,0,Industrials
JSE:TON,"Tongaat Hulett Limited (JSE:TON)",https://www.listcorp.com/jse/ton/tongaat-hulett-limited,"	545855000",4.04,0.00,0,"Consumer Goods"
JSE:ARA,"Astoria Investments Limited (JSE:ARA)",https://www.listcorp.com/jse/ara/astoria-investments-limited,"	512014000",8.25,0.00,0,Financials
JSE:SOLBE1,"Sasol Limited - BEE (JSE:SOLBE1)",https://www.listcorp.com/jse/solbe1/sasol-limited-bee,"	506508000",80,0.00,0,"Basic Materials"
JSE:SEP,"Sephaku Holdings Limited (JSE:SEP)",https://www.listcorp.com/jse/sep/sephaku-holdings-limited,"	493704000",1.94,0.00,0,Industrials
JSE:TMT,"Trematon Capital Investments Limited (JSE:TMT)",https://www.listcorp.com/jse/tmt/trematon-capital-investments-limited,"	490103000",2.2,0.00,0,Financials
JSE:MUR,"Murray & Roberts Holdings Limited (JSE:MUR)",https://www.listcorp.com/jse/mur/murray-and-roberts-holdings-limited,"	489210000",1.1,0.00,0,Industrials
JSE:LNF,"London Finance & Investment Group Plc (JSE:LNF)",https://www.listcorp.com/jse/lnf/london-finance-and-investment-group-plc,"	483716000",15.5,0.00,0,Financials
JSE:CKS,"Crookes Brothers Limited (JSE:CKS)",https://www.listcorp.com/jse/cks/crookes-brothers-limited,"	480826000",31.5,0.00,0,"Consumer Goods"
JSE:NRL,"Newpark REIT Limited (JSE:NRL)",https://www.listcorp.com/jse/nrl/newpark-reit-limited,"	480000000",4.8,0.00,0,Financials
JSE:ASC,"Ascendis Health Limited (JSE:ASC)",https://www.listcorp.com/jse/asc/ascendis-health-limited,"	474352000",0.75,0.00,0,"Health Care"
JSE:SOH,"South Ocean Holdings (JSE:SOH)",https://www.listcorp.com/jse/soh/south-ocean-holdings,"	406554000",2,0.00,0,Industrials
JSE:WSL,"Wescoal Holdings Limited (JSE:WSL)",https://www.listcorp.com/jse/wsl/wescoal-holdings-limited,"	403120000",0.87,-0.09,-9.38,"Basic Materials"
JSE:4SI,"4Sight Holdings Limited (JSE:4SI)",https://www.listcorp.com/jse/4si/4sight-holdings-limited,"	368691000",0.69,0.00,0,Financials
JSE:WKF,"Workforce Holdings Limited (JSE:WKF)",https://www.listcorp.com/jse/wkf/workforce-holdings-limited,"	353410000",1.45,0.00,0,Industrials
JSE:HUG,"Huge Group Limited (JSE:HUG)",https://www.listcorp.com/jse/hug/huge-group-limited,"	345123000",2,0.00,0,Telecommunications
JSE:TTO,"Trustco Group Holdings Limited (JSE:TTO)",https://www.listcorp.com/jse/tto/trustco-group-holdings-limited,"	337339000",0.34,0.00,0,Financials
JSE:FGL,"Finbond Group Limited (JSE:FGL)",https://www.listcorp.com/jse/fgl/finbond-group-limited,"	336486000",0.62,0.00,0,Financials
JSE:EPS,"Eastern Platinum Limited (JSE:EPS)",https://www.listcorp.com/jse/eps/eastern-platinum,"	323986000",1.6,0.00,0,"Basic Materials"
JSE:ISA,"ISA Holdings Limited (JSE:ISA)",https://www.listcorp.com/jse/isa/isa-holdings-limited,"	322420000",1.89,0.00,0,Technology
JSE:VUN,"Vunani Limited (JSE:VUN)",https://www.listcorp.com/jse/vun/vunani-limited,"	290081000",1.8,0.00,0,Financials
JSE:AME,"African Media Entertainment (JSE:AME)",https://www.listcorp.com/jse/ame/african-media-entertainment,"	277997000",40,0.00,0,"Consumer Services"
JSE:PMV,"Primeserv Group Limited (JSE:PMV)",https://www.listcorp.com/jse/pmv/primeserv-group-limited,"	274853000",2.4,0.00,0,Industrials
JSE:BRT,"Brimstone Investment Corporation (JSE:BRT)",https://www.listcorp.com/jse/brt/brimstone-investment-corporation,"	228878000",5.74,0.00,0,Financials
JSE:EMH,"E Media Holdings Limited (JSE:EMH)",https://www.listcorp.com/jse/emh/e-media-holdings-limited,"	219507000",3.44,0.00,0,"Consumer Services"
JSE:RTN,"Rex Trueform Group - N Shares (JSE:RTN)",https://www.listcorp.com/jse/rtn/rex-trueform-group-n,"	218316000",11.72,0.00,0,"Consumer Services"
JSE:ISB,"Insimbi Industrial Holdings Ltd (JSE:ISB)",https://www.listcorp.com/jse/isb/insimbi-industrial-holdings-ltd,"	201848000",0.61,0.00,0,"Basic Materials"
JSE:AYO,"AYO Tech Solutions (JSE:AYO)",https://www.listcorp.com/jse/ayo/ayo-tech-solutions,"	160192000",0.49,0.00,0,Technology
JSE:TRL,"Trellidor Holdings Limited (JSE:TRL)",https://www.listcorp.com/jse/trl/trellidor-holdings-limited,"	157096000",1.65,0.00,0,Industrials
JSE:KBO,"Kibo Energy PLC (JSE:KBO)",https://www.listcorp.com/jse/kbo/kibo-energy-plc,"	147152000",0.01,0.00,0,"Basic Materials"
JSE:BIK,"Brikor Limited (JSE:BIK)",https://www.listcorp.com/jse/bik/brikor-limited,"	142501000",0.17,0.00,0,Industrials
JSE:AON,"African and Overseas Enterprises - N Shares (JSE:AON)",https://www.listcorp.com/jse/aon/african-and-overseas-enterprises-n,"	138711000",13.57,0.00,0,"Consumer Services"
JSE:DLT,"Delta Property Fund Limited (JSE:DLT)",https://www.listcorp.com/jse/dlt/delta-property-fund-limited,"	135705000",0.19,0.00,0,Financials
JSE:PPR,"Putprop Limited (JSE:PPR)",https://www.listcorp.com/jse/ppr/putprop-limited,"	134000000",3.16,0.00,0,Financials
JSE:CAC,"CAFCA Limited (JSE:CAC)",https://www.listcorp.com/jse/cac/cafca-limited,"	126210000",3.78,0.00,0,Industrials
JSE:RHB,"RH Bophelo Limited (JSE:RHB)",https://www.listcorp.com/jse/rhb/rh-bophelo-limited,"	113210000",1.75,0.00,0,Financials
JSE:REB,"Rebosis Property Fund (JSE:REB)",https://www.listcorp.com/jse/reb/rebosis-property-fund,"	111881000",0.16,0.00,0,Financials
JSE:SEB,"Sebata Holdings Limited (JSE:SEB)",https://www.listcorp.com/jse/seb/sebata-holdings,"	109169000",0.95,0.00,0,Technology
JSE:EEL,"Efora Energy Limited (JSE:EEL)",https://www.listcorp.com/jse/eel/efora-energy-limited,"	88306800",0.08,0.00,0,"Oil & Gas"
JSE:REA,"Rebosis Property Fund - A Shares (JSE:REA)",https://www.listcorp.com/jse/rea/rebosis-property-fund-a,"	60735400",0.96,0.00,0,Financials
JSE:TLM,"TeleMasters Holdings Limited (JSE:TLM)",https://www.listcorp.com/jse/tlm/telemasters-holdings-limited,"	57482800",1,0.00,0,Telecommunications
JSE:RNG,"Randgold And Exploration Company (JSE:RNG)",https://www.listcorp.com/jse/rng/randgold-and-exploration-company,"	54447100",0.73,0.00,0,"Basic Materials"
JSE:LAB,"Labat Africa Limited (JSE:LAB)",https://www.listcorp.com/jse/lab/labat-africa-limited,"	46831800",0.07,0.00,0,Industrials
JSE:EUZ,"Europa Metals Limited (JSE:EUZ)",https://www.listcorp.com/jse/euz/europa-metals-limited,"	43952300",0.45,0.00,0,"Basic Materials"
JSE:RTO,"Rex Trueform Group (JSE:RTO)",https://www.listcorp.com/jse/rto/rex-trueform-group,"	42446800",11.28,0.00,0,"Consumer Services"
JSE:NCS,"Nictus Limited (JSE:NCS)",https://www.listcorp.com/jse/ncs/nictus-limited,"	37944900",0.71,0.00,0,"Consumer Services"
JSE:PSV,"PSV Holdings Limited (JSE:PSV)",https://www.listcorp.com/jse/psv/psv-holdings-limited,"	32718600",0.08,0.00,0,Industrials
JSE:CND,"Conduit Capital Limited (JSE:CND)",https://www.listcorp.com/jse/cnd/conduit-capital-limited,"	30577800",0.04,0.00,0,Financials
JSE:AOO,"African and Overseas Enterprises Limited (JSE:AOO)",https://www.listcorp.com/jse/aoo/african-and-overseas-enterprises-limited,"	26304700",16.25,0.00,0,"Consumer Services"
JSE:MRI,"Mine Restoration Investments Limited (JSE:MRI)",https://www.listcorp.com/jse/mri/mine-restoration-investments-limited,"	25885700",0.03,0.00,0,Industrials
JSE:AHL,"AH-Vest Limited (JSE:AHL)",https://www.listcorp.com/jse/ahl/ah-vest-limited,"	13264600",0.13,0.00,0,"Consumer Goods"
JSE:GLI,"Go Life International Ltd (JSE:GLI)",https://www.listcorp.com/jse/gli/go-life-international-ltd,"	12425000",0.01,0.00,0,"Health Care"
JSE:VIS,"Visual International Holdings Limited (JSE:VIS)",https://www.listcorp.com/jse/vis/visual-international-holdings,"	8205310",0.02,0.00,0,Financials
JSE:ELI,"Ellies Holdings Limited (JSE:ELI)",https://www.listcorp.com/jse/eli/ellies-holdings-limited,"	8054000",0.01,0.00,0,Industrials
JSE:ADW,"African Dawn Capital (JSE:ADW)",https://www.listcorp.com/jse/adw/african-dawn-capital,"	2940460",0.04,0.00,0,Financials
JSE:CMO,"Chrometco Limited (JSE:CMO)",https://www.listcorp.com/jse/cmo/chrometco-limited,"	0",0.06,0.00,0,"Basic Materials"
JSE:GAI,"Gaia Infrastructure Capital Limited (JSE:GAI)",https://www.listcorp.com/jse/gai/gaia-infrastructure-capital-limited,"	0",0,0.00,0,Financials
